#OTU Table	T7-PEsoilR-25-1	T7-PEsoilR-25-2	T7-PEsoilR-25-3	T7-PEsoilR-25-4	T7-PEsoilR-25-5	T7-PEsoilR-25-6	T7-PEsoilR-50-2	T7-PEsoilR-50-3	T7-PEsoilR-50-4	T7-PEsoilR-50-5	T7-PEsoilR-50-6	T7-PEsoilR-noAs-1	T7-PEsoilR-noAs-2	T7-PVsoilR-25-1	T7-PVsoilR-25-2	T7-PVsoilR-25-3	T7-PVsoilR-25-4	T7-PVsoilR-25-5	T7-PVsoilR-25-6	T7-PVsoilR-50-1	T7-PVsoilR-50-3	T7-PVsoilR-50-4	T7-PVsoilR-50-5	T7-PVsoilR-50-6	T7-PVsoilR-noAs-1	T7-PVsoilR-noAs-3
sp257	0	0	64	0	0	0	0	0	0	0	0	0	0	0	90	0	0	86	0	0	0	0	0	0	0	0
sp258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp259	37	28	0	0	0	0	0	26	0	0	0	66	57	56	0	33	0	0	0	0	12	16	0	25	0	0
sp260	0	0	0	80	0	0	0	40	0	0	0	0	0	0	22	25	0	0	0	0	0	0	0	0	0	0
sp261	13	20	0	46	17	0	0	0	21	0	37	37	40	32	0	9	0	194	0	0	0	0	0	0	32	28
sp262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1568	0	0	0	0	0	0	0	0
sp263	0	0	0	11	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp264	4	17	14	7	13	6	12	10	9	4	9	10	10	13	0	20	0	0	0	5	2	13	13	21	15	21
sp265	13	0	421	61	251	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	161
sp266	0	0	0	0	0	0	65	0	61	0	87	0	0	9	63	2	0	0	0	37	0	27	27	0	25	35
sp267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0
sp268	0	0	0	51	0	0	43	0	0	0	0	0	50	46	0	91	0	0	0	25	0	35	0	0	0	0
sp269	80	63	0	0	0	61	14	18	7	19	0	72	75	7	0	8	0	443	0	2	7	0	9	16	0	13
sp270	0	0	11	0	0	0	0	24	0	12	0	0	0	55	23	49	0	0	0	19	32	0	0	0	0	0
sp271	0	14	15	0	0	0	26	25	38	25	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0
sp272	0	28	34	0	36	30	0	0	0	0	0	126	135	0	0	0	0	0	0	0	0	0	0	0	0	0
sp273	0	0	27	0	0	28	51	47	0	0	19	34	33	0	9	27	0	0	0	10	11	0	28	23	0	12
sp275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp276	0	0	0	0	0	6	9	0	0	0	0	33	25	26	0	0	0	0	0	4	0	0	8	0	0	0
sp277	5	0	16	29	16	21	0	0	19	13	0	26	25	17	0	13	0	0	47	0	7	26	8	20	14	6
sp279	0	0	0	0	0	0	0	0	33	265	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp280	0	0	0	0	0	0	36	37	0	0	0	0	0	26	0	21	0	0	0	34	44	25	0	0	0	14
sp281	0	0	0	0	0	34	0	0	0	20	19	0	0	43	0	22	0	0	0	0	42	0	0	0	0	28
sp282	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0
sp283	0	13	5	2	55	9	13	0	13	10	13	19	22	19	20	24	0	0	0	0	7	2	5	14	0	17
sp284	0	28	22	0	0	19	0	0	0	0	0	44	32	0	0	0	0	0	0	0	0	0	10	0	0	27
sp285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp287	0	18	0	45	0	13	4	0	15	20	14	12	55	52	0	0	0	0	0	0	9	8	8	12	49	66
sp288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549	0	0	0	0	0	0	0	0
sp289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp290	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp291	10	10	26	40	3	5	35	4	17	0	24	13	48	5	0	8	0	0	0	7	0	11	15	15	17	25
sp293	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp294	59	42	0	20	0	43	0	0	0	0	0	78	22	34	36	0	0	0	0	0	0	0	0	0	8	0
sp296	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp297	0	0	0	5	0	0	0	0	12	19	12	0	25	0	0	0	0	0	0	0	0	0	0	0	10	0
sp298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	69	0	0	0	0	0
sp300	0	0	0	0	0	0	0	0	0	0	0	59	67	17	0	0	0	0	0	0	0	0	0	35	0	54
sp301	46	54	0	0	0	63	72	0	59	40	89	20	0	0	0	0	0	0	0	243	168	0	0	0	0	0
sp302	5	0	0	0	0	0	5	0	0	10	14	8	0	0	0	0	0	0	0	0	0	0	0	18	19	19
sp303	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	41	59	0	0	0	0	0
sp304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp306	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp307	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	30	0	0	40	13	0	0	31	0	0	0
sp308	50	53	53	51	58	34	0	25	34	0	26	0	0	32	0	0	0	0	0	0	0	0	0	0	32	44
sp311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0
sp312	40	0	43	0	91	0	0	0	57	0	0	23	0	0	0	0	0	0	0	0	45	0	0	0	0	52
sp313	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp314	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	46	0	319	0	25	39	0	0	0	0	16
sp315	0	0	0	0	0	0	0	0	27	27	37	1	0	30	0	20	0	0	0	0	55	0	51	0	0	0
sp316	0	82	0	0	0	0	0	67	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0
sp318	0	16	20	9	21	0	10	14	0	0	0	0	7	28	8	31	0	0	22	5	2	0	0	11	9	20
sp319	27	0	0	23	0	0	0	0	27	21	17	0	0	0	0	0	0	0	0	0	0	31	44	30	68	94
sp320	0	0	0	0	0	0	0	0	0	56	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	29	0	0	0	42	60
sp323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp325	0	0	0	0	0	0	0	26	0	0	35	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp326	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp327	10	0	0	0	0	0	0	0	0	5	8	11	0	0	0	0	0	0	0	0	0	0	0	39	24	29
sp328	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	28	0	0	0	0	0	0	0	0	0	0
sp330	0	0	0	5	0	0	0	0	0	32	0	0	0	5	0	15	0	0	0	0	0	0	0	0	22	37
sp331	0	0	22	3	0	0	0	0	0	30	2	1	0	3	32	4	0	0	0	0	0	18	29	27	60	7
sp332	0	60	32	285	0	99	80	268	23	54	35	86	88	0	0	0	0	0	0	0	135	135	0	0	0	0
sp333	0	0	33	35	30	0	0	75	0	0	0	60	40	98	0	0	0	0	0	0	0	0	0	0	25	0
sp334	0	10	0	15	8	0	19	0	0	0	0	38	21	13	0	20	0	0	0	0	10	0	0	0	0	0
sp335	26	32	0	22	24	33	0	15	19	0	0	27	28	20	0	0	0	0	0	0	0	0	0	17	0	31
sp336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp337	6	4	5	6	77	2	5	21	9	24	19	12	19	11	19	12	0	0	6	26	5	7	7	9	0	2
sp339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp341	14	16	32	41	22	14	0	30	0	40	0	15	26	6	0	7	0	0	0	0	90	0	0	40	0	0
sp342	0	0	0	578	0	0	93	125	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59
sp345	0	0	0	44	0	0	0	0	0	0	0	15	0	20	0	46	0	0	0	0	0	0	0	0	0	0
sp347	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp348	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	9	0	0	0
sp350	0	0	0	0	0	0	0	0	0	0	0	0	0	49	49	51	0	0	48	0	12	0	0	0	0	31
sp351	0	0	0	0	0	41	18	0	0	36	0	32	16	0	29	2	0	0	0	13	0	0	0	0	0	0
sp352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	22	0
sp353	125	99	0	0	0	96	0	0	0	0	0	0	0	209	83	63	0	0	76	48	69	42	69	30	0	0
sp354	0	0	0	0	108	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	85	0
sp355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0
sp362	27	0	0	0	38	26	0	29	0	0	0	48	36	83	52	58	0	0	0	0	0	0	0	0	0	0
sp363	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	76	0	0	51	0	0	0	0	0	0	0
sp364	7	0	0	11	8	0	7	0	0	0	0	12	10	0	0	0	0	0	10	0	0	19	14	0	16	50
sp365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp366	0	0	0	0	0	0	51	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0
sp367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp371	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp372	21	3	0	30	0	0	0	0	43	0	37	0	0	4	0	4	0	0	0	0	31	0	27	36	23	61
sp374	0	0	0	0	0	0	0	0	23	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	30	27
sp375	0	0	24	17	0	0	0	0	0	8	0	0	0	39	0	36	0	0	0	0	23	12	29	21	0	32
sp376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	33	56	72	105
sp377	0	0	0	0	0	0	26	0	0	0	0	0	0	58	0	24	0	0	0	16	32	0	0	0	0	24
sp378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp379	0	0	30	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	51	0	0	0	0
sp380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp381	0	0	0	0	0	0	0	0	0	0	0	0	41	0	97	0	0	0	0	0	0	0	0	0	0	0
sp382	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0
sp383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp384	15	8	0	11	11	18	10	10	0	0	0	17	15	24	0	13	0	0	0	0	0	0	0	0	0	9
sp386	10	0	0	0	0	0	14	0	0	15	39	0	18	42	0	0	0	0	0	0	0	24	19	20	24	49
sp387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp388	31	35	0	0	0	24	0	0	0	0	0	40	43	0	0	0	0	0	0	0	0	0	0	0	0	13
sp390	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	18	30	16	10	16	11	18
sp391	0	0	0	0	0	0	24	21	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	9	0	20
sp392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1582	0	0	0	0	0	0	0	0
sp393	0	0	0	0	0	0	0	0	0	104	0	104	104	76	34	28	0	0	0	0	100	0	48	0	0	247
sp394	0	18	22	0	0	22	16	37	0	0	0	27	31	17	0	15	0	0	0	0	0	0	0	0	0	0
sp395	27	45	0	38	38	25	24	30	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0
sp398	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	47	0	0	0	37	72	0	0	0	0	0
sp399	0	0	7	6	4	3	11	3	1	0	7	5	7	3	0	6	0	1	3	2	3	5	4	3	3	7
sp402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp403	0	0	0	10	12	13	18	0	10	3	13	5	0	14	0	8	0	0	0	0	32	0	17	0	10	20
sp404	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp408	0	0	0	21	0	0	0	0	0	11	0	0	0	18	0	14	0	70	0	0	0	0	0	0	0	15
sp409	67	129	0	242	28	120	58	57	0	0	0	0	0	51	0	40	0	0	0	0	67	72	28	0	48	138
sp411	21	0	0	0	0	17	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp412	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp414	0	0	0	35	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	17	15	0	0
sp416	11	13	8	0	12	0	0	0	0	0	16	23	10	13	11	7	0	0	15	7	12	10	0	8	7	24
sp417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp419	0	13	11	11	0	7	20	0	0	0	0	17	19	14	5	7	0	0	0	0	11	30	1	3	6	5
sp420	51	50	51	25	42	41	0	36	5	2	10	0	0	22	40	7	0	2	44	8	25	18	28	27	0	0
sp421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp422	0	0	0	20	0	0	0	0	19	0	20	31	0	20	0	20	0	0	0	18	21	0	0	0	0	16
sp424	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp425	24	19	0	87	64	99	87	15	37	96	0	26	0	0	0	0	0	0	0	0	23	0	45	0	0	0
sp426	0	0	0	6	8	0	0	0	0	0	0	6	7	13	0	21	0	0	0	0	6	0	32	0	0	0
sp427	52	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp428	8	0	0	0	3	0	0	0	12	0	0	9	0	0	0	6	0	0	12	0	2	4	4	17	9	39
sp431	0	0	0	58	0	0	70	0	0	0	61	0	0	53	0	0	0	0	0	50	77	0	0	0	0	0
sp432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	16	0	0	0	0	0	35	61
sp433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp436	0	0	7	0	0	0	0	0	13	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	15	0
sp437	0	31	0	0	0	84	0	0	0	0	0	0	0	112	0	24	0	0	0	34	183	85	88	64	0	0
sp438	0	0	0	0	0	0	0	0	0	0	0	0	0	538	253	518	0	0	0	0	0	0	0	0	0	0
sp439	20	15	0	22	0	0	0	0	16	14	0	0	0	0	0	0	0	0	0	0	0	0	17	16	15	15
sp440	0	0	0	0	0	0	0	0	11	0	0	0	0	81	0	36	0	0	0	0	0	0	0	0	0	0
sp441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp442	0	0	0	0	0	0	0	0	72	59	52	0	0	29	0	50	0	0	0	0	0	0	0	0	0	0
sp443	0	0	0	45	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	85	87	60	63	97	119
sp444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp445	0	0	0	0	0	0	0	0	13	0	0	0	0	20	0	0	0	0	0	13	0	0	0	0	21	0
sp446	80	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53
sp447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp448	39	27	28	0	20	40	42	6	0	0	0	68	42	34	0	0	0	0	0	0	0	0	0	0	0	0
sp449	0	17	0	32	0	0	0	0	0	23	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp451	0	0	0	0	0	0	0	0	14	0	0	0	0	40	0	14	0	0	0	35	64	0	29	0	0	0
sp452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp454	25	19	0	14	37	23	24	5	18	9	6	25	22	8	5	0	0	0	0	12	0	0	12	0	0	9
sp456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0
sp460	0	0	0	20	0	0	0	0	18	0	19	0	0	16	0	38	0	0	0	0	19	0	10	0	21	29
sp461	0	0	13	36	14	0	10	0	30	16	8	17	12	25	18	24	0	0	0	0	15	13	16	16	0	30
sp462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp463	0	13	20	0	0	0	16	0	10	10	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0
sp464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
sp466	0	0	23	2	6	3	0	0	5	6	8	2	3	6	5	6	0	0	28	4	6	5	11	4	5	4
sp467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp468	0	0	0	3	0	2	0	1	0	1	2	0	0	39	11	0	0	0	9	44	5	0	7	8	11	17
sp470	0	0	13	0	0	0	10	0	0	14	0	30	0	0	0	11	0	0	0	0	0	0	0	0	0	0
sp471	39	0	0	44	0	38	0	0	0	0	0	0	0	54	0	0	0	0	0	50	62	0	0	0	0	0
sp472	0	0	0	0	0	0	0	0	0	0	0	0	0	35	59	41	0	0	0	0	0	0	0	0	0	0
sp473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	57	0	0	0	0	0	0
sp474	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp475	0	0	0	30	0	0	0	0	0	0	15	0	0	27	0	0	0	38	0	0	0	0	0	0	0	33
sp476	0	0	0	4	0	0	0	0	0	0	3	5	0	12	0	11	0	0	0	0	0	0	0	0	0	0
sp478	60	33	0	0	0	36	0	0	0	0	0	0	33	0	0	39	0	0	17	0	0	0	0	10	0	36
sp479	0	0	0	0	0	0	0	0	181	149	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp480	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	23	0	0	0	30	25	0	0	0	0	0
sp481	0	0	0	0	0	0	0	23	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp484	0	0	0	0	0	0	37	0	15	26	0	0	0	80	0	75	0	0	0	17	61	0	23	0	0	0
sp485	26	0	0	0	15	31	0	0	0	0	0	0	0	39	0	34	0	0	0	0	0	0	0	0	0	0
sp487	10	5	0	12	0	11	6	12	17	31	22	16	28	11	0	0	0	0	6	0	8	4	9	15	9	1
sp488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0
sp490	0	0	0	0	0	0	26	31	40	29	0	0	21	49	0	28	0	0	0	0	0	0	0	0	0	0
sp491	0	0	0	2	0	0	0	0	0	0	0	0	0	11	5	24	0	0	0	4	0	0	27	0	10	5
sp493	18	28	0	0	11	11	0	15	0	0	0	33	0	22	0	11	0	0	0	0	0	0	0	0	0	0
sp494	0	0	0	31	0	0	33	13	0	0	0	0	25	21	0	0	0	0	0	0	56	74	29	0	0	0
sp495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp496	20	16	19	16	12	9	32	8	0	0	0	32	41	2	0	3	0	0	0	0	0	0	0	0	0	8
sp497	0	0	0	0	0	0	0	0	0	0	0	3	85	21	0	0	0	0	0	0	0	0	0	80	0	0
sp498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	25	38	41	0
sp500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	13	0
sp501	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	101	0	0	0	0	0	0	0	0
sp502	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp504	0	0	0	0	0	0	17	0	0	0	0	0	22	0	0	0	0	0	45	0	0	0	0	0	0	0
sp505	0	0	0	0	0	0	31	53	29	56	56	0	0	0	0	0	0	47	15	0	0	0	6	0	0	41
sp506	0	9	0	0	0	0	0	0	0	0	17	15	13	0	0	0	0	0	0	0	0	0	0	0	19	35
sp507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp508	4	7	18	1	2	7	8	4	3	15	14	7	3	0	6	21	0	0	0	7	12	10	12	2	32	3
sp509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp511	5	5	8	3	14	0	8	4	11	3	8	0	4	10	0	11	0	0	11	0	0	6	8	6	18	15
sp512	0	0	0	0	16	0	0	0	0	0	0	0	0	25	0	23	0	0	0	14	11	0	0	10	0	0
sp513	0	0	0	0	0	0	3	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp516	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	76	0	0	0	71	59	0	0	0	0	0
sp517	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	26	21	19	6
sp518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp525	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp526	0	0	5	6	9	0	0	0	0	0	0	0	0	9	7	3	0	0	1	2	0	0	0	4	3	20
sp528	0	0	0	0	0	0	20	0	0	0	0	9	7	0	0	0	0	0	8	0	7	0	0	0	0	0
sp529	0	0	0	0	0	0	0	10	0	0	0	0	11	50	0	37	0	0	0	0	19	0	0	0	0	0
sp530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp531	0	0	0	0	0	4	0	0	0	7	9	0	0	49	17	12	0	0	0	0	0	3	0	0	6	3
sp532	0	0	0	9	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp533	0	0	6	26	7	11	0	0	19	3	2	3	20	6	5	5	0	0	0	1	0	22	20	4	2	8
sp534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp535	0	0	0	21	0	0	0	0	0	0	0	5	0	22	0	8	0	0	0	0	8	68	0	0	54	41
sp536	6	13	0	0	0	12	0	0	0	0	0	20	20	21	0	15	0	0	0	0	0	6	0	0	0	12
sp537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp538	0	0	0	0	24	0	0	0	0	26	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0
sp540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp543	23	21	0	0	0	16	0	31	0	0	0	1	44	25	34	17	0	0	15	40	35	27	34	2	0	0
sp544	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp545	0	12	0	0	0	0	12	0	9	8	3	0	2	6	8	18	0	0	0	0	7	0	0	0	0	12
sp546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	406	58	0	0	142
sp548	17	5	9	0	23	0	0	7	1	4	0	1	0	3	25	1	0	0	0	0	0	5	2	6	2	2
sp549	4	0	0	0	0	17	16	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
sp550	9	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	8	0	23	15	0	38	1
sp551	0	0	0	0	0	1	23	0	0	0	0	29	28	0	3	10	0	0	0	19	18	0	24	14	0	0
